AIDS診斷年份,AIDS診斷月份,縣市別,性別,診斷年齡分組,個案數
2012,10,雲林縣,男,35-44,1
2012,10,新北市,女,25-34,2
2012,10,新北市,男,15-24,1
2012,10,新北市,男,25-34,8
2012,10,新北市,男,35-44,8
2012,10,新北市,男,45-54,1
2012,10,新北市,男,55-64,1
2012,10,新竹市,男,25-34,1
2012,10,新竹縣,男,35-44,1
2012,10,嘉義縣,男,25-34,2
2012,10,彰化縣,男,15-24,1
2012,10,彰化縣,男,45-54,1
2012,10,澎湖縣,女,55-64,1
2012,11,台中市,女,35-44,1
2012,11,台中市,男,15-24,1
2012,11,台中市,男,25-34,7
2012,11,台中市,男,35-44,3
2012,11,台中市,男,45-54,3
2012,11,台北市,男,15-24,3
2012,11,台北市,男,25-34,6
2012,11,台北市,男,35-44,5
2012,11,台北市,男,45-54,1
2012,11,台東縣,男,15-24,1
2012,11,台南市,男,15-24,1
2012,11,台南市,男,25-34,5
2012,11,台南市,男,35-44,1
2012,11,宜蘭縣,男,25-34,1
2012,11,宜蘭縣,男,35-44,1
2012,11,花蓮縣,男,25-34,1
2012,11,南投縣,男,25-34,1
2012,11,南投縣,男,45-54,1
2012,11,屏東縣,男,15-24,2
2012,11,屏東縣,男,25-34,2
2012,11,屏東縣,男,35-44,2
2012,11,屏東縣,男,45-54,1
2012,11,屏東縣,男,55-64,1
2012,11,桃園市,男,15-24,2
2012,11,桃園市,男,25-34,3
2012,11,桃園市,男,35-44,2
2012,11,桃園市,男,45-54,2
2012,11,高雄市,女,25-34,1
2012,11,高雄市,男,15-24,5
2012,11,高雄市,男,25-34,8
2012,11,高雄市,男,35-44,7
2012,11,高雄市,男,45-54,3
2012,11,高雄市,男,55-64,1
2012,11,高雄市,男,65以上,3
2012,11,雲林縣,男,15-24,1
2012,11,雲林縣,男,25-34,1
2012,11,雲林縣,男,35-44,2
2012,11,新北市,女,25-34,1
2012,11,新北市,男,15-24,4
2012,11,新北市,男,25-34,17
2012,11,新北市,男,35-44,6
2012,11,新北市,男,45-54,3
2012,11,新北市,男,55-64,1
2012,11,新竹市,男,25-34,1
2012,11,嘉義市,男,65以上,1
2012,11,彰化縣,女,55-64,1
2012,11,彰化縣,男,25-34,1
2012,11,彰化縣,男,45-54,1
2012,12,台中市,女,55-64,1
2012,12,台中市,男,15-24,1
2012,12,台中市,男,25-34,4
2012,12,台中市,男,35-44,2
2012,12,台中市,男,45-54,2
2012,12,台中市,男,55-64,2
2012,12,台北市,女,35-44,1
2012,12,台北市,男,15-24,2
2012,12,台北市,男,25-34,6
2012,12,台北市,男,35-44,4
2012,12,台北市,男,45-54,1
2012,12,台南市,男,15-24,1
2012,12,台南市,男,25-34,4
2012,12,台南市,男,35-44,3
2012,12,台南市,男,45-54,2
2012,12,台南市,男,55-64,2
2012,12,宜蘭縣,男,25-34,2
2012,12,花蓮縣,男,25-34,1
2012,12,花蓮縣,男,35-44,1
2012,12,南投縣,男,25-34,1
2012,12,屏東縣,男,25-34,3
2012,12,屏東縣,男,45-54,1
2012,12,苗栗縣,男,15-24,1
2012,12,桃園市,男,25-34,3
2012,12,桃園市,男,35-44,2
2012,12,桃園市,男,45-54,1
2012,12,高雄市,男,15-24,2
2012,12,高雄市,男,25-34,6
2012,12,高雄市,男,35-44,2
2012,12,高雄市,男,45-54,3
2012,12,高雄市,男,55-64,1
2012,12,雲林縣,男,25-34,1
2012,12,新北市,女,45-54,1
2012,12,新北市,女,65以上,1
2012,12,新北市,男,15-24,3
2012,12,新北市,男,25-34,7
2012,12,新北市,男,35-44,6
2012,12,新北市,男,45-54,2
2012,12,新北市,男,55-64,1
2012,12,新竹市,男,25-34,1
2012,12,新竹縣,男,25-34,2
2012,12,新竹縣,男,35-44,2
2012,12,嘉義市,男,35-44,1
2012,12,彰化縣,男,15-24,3
2012,12,彰化縣,男,25-34,2
2012,12,彰化縣,男,35-44,2
2012,12,彰化縣,男,45-54,1
2013,1,台中市,女,35-44,1
2013,1,台中市,男,25-34,6
2013,1,台中市,男,35-44,4
2013,1,台中市,男,45-54,1
2013,1,台中市,男,55-64,1
2013,1,台中市,男,65以上,1
2013,1,台北市,男,15-24,2
2013,1,台北市,男,25-34,5
2013,1,台北市,男,35-44,5
2013,1,台北市,男,45-54,1
2013,1,台北市,男,55-64,2
2013,1,台南市,女,65以上,1
2013,1,台南市,男,15-24,1
2013,1,台南市,男,25-34,4
2013,1,台南市,男,35-44,3
2013,1,台南市,男,45-54,2
2013,1,台南市,男,55-64,2
2013,1,宜蘭縣,男,25-34,1
2013,1,花蓮縣,男,25-34,1
2013,1,花蓮縣,男,35-44,1
2013,1,南投縣,女,55-64,1
2013,1,南投縣,男,45-54,1
2013,1,南投縣,男,55-64,1
2013,1,屏東縣,男,35-44,2
2013,1,屏東縣,男,45-54,1
2013,1,苗栗縣,男,25-34,2
2013,1,桃園市,男,15-24,2
2013,1,桃園市,男,25-34,4
2013,1,桃園市,男,35-44,2
2013,1,桃園市,男,45-54,2
2013,1,高雄市,女,55-64,2
2013,1,高雄市,男,15-24,4
2013,1,高雄市,男,25-34,7
2013,1,高雄市,男,35-44,2
2013,1,高雄市,男,45-54,2
2013,1,基隆市,男,25-34,2
2013,1,基隆市,男,35-44,2
2013,1,雲林縣,男,25-34,2
2013,1,雲林縣,男,35-44,1
2013,1,雲林縣,男,45-54,1
2013,1,新北市,女,35-44,1
2013,1,新北市,男,15-24,5
2013,1,新北市,男,25-34,14
2013,1,新北市,男,35-44,4
2013,1,新北市,男,45-54,3
2013,1,新北市,男,55-64,1
2013,1,新竹市,女,15-24,1
2013,1,新竹縣,男,15-24,1
2013,1,新竹縣,男,35-44,1
2013,1,新竹縣,男,45-54,1
2013,1,嘉義縣,男,25-34,1
2013,1,嘉義縣,男,35-44,1
2013,1,彰化縣,男,15-24,3
2013,1,彰化縣,男,35-44,2
2013,1,彰化縣,男,45-54,1
2013,2,台中市,男,25-34,5
2013,2,台中市,男,35-44,1
2013,2,台中市,男,55-64,2
2013,2,台北市,男,15-24,1
2013,2,台北市,男,25-34,9
2013,2,台北市,男,35-44,4
2013,2,台北市,男,45-54,1
2013,2,台北市,男,55-64,1
2013,2,台南市,女,35-44,1
2013,2,台南市,男,15-24,1
2013,2,台南市,男,25-34,2
2013,2,台南市,男,35-44,1
2013,2,南投縣,男,35-44,3
2013,2,屏東縣,男,35-44,2
2013,2,苗栗縣,男,25-34,1
2013,2,桃園市,男,15-24,1
2013,2,桃園市,男,35-44,3
2013,2,桃園市,男,45-54,2
2013,2,高雄市,男,25-34,6
2013,2,高雄市,男,35-44,1
2013,2,高雄市,男,45-54,1
2013,2,高雄市,男,55-64,1
2013,2,新北市,男,15-24,5
2013,2,新北市,男,25-34,7
2013,2,新北市,男,35-44,5
2013,2,新北市,男,45-54,2
2013,2,新竹市,男,25-34,1
2013,2,新竹市,男,35-44,1
2013,2,彰化縣,男,15-24,2
2013,2,彰化縣,男,25-34,1
2013,2,彰化縣,男,35-44,1
2013,3,台中市,男,15-24,1
2013,3,台中市,男,25-34,6
2013,3,台中市,男,35-44,4
2013,3,台中市,男,45-54,1
2013,3,台北市,男,15-24,2
2013,3,台北市,男,25-34,9
2013,3,台北市,男,35-44,3
2013,3,台北市,男,45-54,3
2013,3,台北市,男,55-64,1
2013,3,台東縣,男,25-34,1
2013,3,花蓮縣,男,15-24,1
2013,3,花蓮縣,男,25-34,1
2013,3,花蓮縣,男,45-54,1
2013,3,南投縣,男,15-24,1
2013,3,南投縣,男,25-34,1
2013,3,屏東縣,男,25-34,1
2013,3,苗栗縣,男,25-34,2
2013,3,桃園市,女,25-34,1
2013,3,桃園市,男,15-24,2
2013,3,桃園市,男,25-34,8
2013,3,桃園市,男,35-44,5
2013,3,桃園市,男,45-54,1
2013,3,高雄市,男,15-24,4
2013,3,高雄市,男,25-34,15
2013,3,高雄市,男,35-44,11
2013,3,高雄市,男,45-54,2
2013,3,高雄市,男,55-64,2
2013,3,高雄市,男,65以上,1
2013,3,基隆市,女,35-44,2
2013,3,基隆市,男,35-44,1
2013,3,雲林縣,女,65以上,1
2013,3,雲林縣,男,35-44,2
2013,3,雲林縣,男,45-54,1
2013,3,新北市,女,45-54,1
2013,3,新北市,女,55-64,1
2013,3,新北市,女,65以上,1
2013,3,新北市,男,15-24,8
2013,3,新北市,男,25-34,20
2013,3,新北市,男,35-44,7
2013,3,新北市,男,45-54,3
2013,3,新竹市,男,25-34,1
2013,3,新竹市,男,35-44,1
2013,3,新竹縣,男,25-34,1
2013,3,嘉義縣,男,15-24,1
2013,3,彰化縣,男,15-24,2
2013,3,彰化縣,男,25-34,1
2013,4,台中市,女,25-34,1
2013,4,台中市,男,25-34,5
2013,4,台中市,男,35-44,1
2013,4,台中市,男,55-64,1
2013,4,台北市,女,25-34,1
2013,4,台北市,女,35-44,1
2013,4,台北市,女,45-54,1
2013,4,台北市,男,15-24,2
2013,4,台北市,男,25-34,9
2013,4,台北市,男,35-44,12
2013,4,台北市,男,45-54,3
2013,4,台南市,女,25-34,1
2013,4,台南市,男,15-24,1
2013,4,台南市,男,25-34,2
2013,4,台南市,男,35-44,3
2013,4,台南市,男,55-64,2
2013,4,宜蘭縣,男,25-34,1
2013,4,花蓮縣,男,15-24,1
2013,4,花蓮縣,男,25-34,1
2013,4,南投縣,男,15-24,1
2013,4,屏東縣,男,15-24,2
2013,4,屏東縣,男,25-34,2
2013,4,屏東縣,男,35-44,2
2013,4,屏東縣,男,45-54,1
2013,4,苗栗縣,男,25-34,2
2013,4,桃園市,男,15-24,2
2013,4,桃園市,男,25-34,2
2013,4,桃園市,男,35-44,3
2013,4,桃園市,男,45-54,2
2013,4,桃園市,男,55-64,1
2013,4,高雄市,女,25-34,1
2013,4,高雄市,女,35-44,1
2013,4,高雄市,男,15-24,4
2013,4,高雄市,男,25-34,9
2013,4,高雄市,男,35-44,5
2013,4,高雄市,男,45-54,5
2013,4,高雄市,男,55-64,1
2013,4,基隆市,男,15-24,1
2013,4,基隆市,男,25-34,1
2013,4,雲林縣,女,25-34,1
2013,4,雲林縣,男,25-34,1
2013,4,新北市,男,15-24,8
2013,4,新北市,男,25-34,16
2013,4,新北市,男,35-44,4
2013,4,新北市,男,45-54,6
2013,4,新北市,男,65以上,1
2013,4,新竹市,男,35-44,1
2013,4,新竹縣,男,15-24,1
2013,4,新竹縣,男,25-34,3
2013,4,嘉義市,男,25-34,1
2013,4,嘉義縣,男,15-24,1
2013,4,彰化縣,男,15-24,2
2013,4,彰化縣,男,25-34,1
2013,4,彰化縣,男,35-44,2
2013,4,彰化縣,男,45-54,2
2013,5,台中市,男,15-24,3
2013,5,台中市,男,25-34,7
2013,5,台中市,男,35-44,2
2013,5,台北市,男,15-24,3
2013,5,台北市,男,25-34,4
2013,5,台北市,男,35-44,2
2013,5,台北市,男,45-54,1
2013,5,台南市,女,25-34,1
2013,5,台南市,女,35-44,1
2013,5,台南市,男,15-24,1
2013,5,台南市,男,25-34,4
2013,5,台南市,男,35-44,2
2013,5,宜蘭縣,男,35-44,1
2013,5,南投縣,男,45-54,1
2013,5,屏東縣,男,25-34,1
2013,5,屏東縣,男,35-44,1
2013,5,屏東縣,男,45-54,2
2013,5,苗栗縣,男,15-24,1
2013,5,苗栗縣,男,25-34,1
2013,5,桃園市,男,15-24,2
2013,5,桃園市,男,25-34,6
2013,5,桃園市,男,35-44,2
2013,5,桃園市,男,45-54,3
2013,5,桃園市,男,55-64,1
2013,5,高雄市,男,15-24,7
2013,5,高雄市,男,25-34,6
2013,5,高雄市,男,35-44,5
2013,5,高雄市,男,45-54,3
2013,5,高雄市,男,55-64,1
2013,5,基隆市,男,25-34,1
2013,5,基隆市,男,35-44,2
2013,5,雲林縣,男,25-34,1
2013,5,雲林縣,男,35-44,1
2013,5,雲林縣,男,55-64,1
2013,5,新北市,女,15-24,1
2013,5,新北市,女,65以上,1
2013,5,新北市,男,15-24,6
2013,5,新北市,男,25-34,11
2013,5,新北市,男,35-44,4
2013,5,新北市,男,45-54,1
2013,5,新北市,男,55-64,3
2013,5,新竹市,男,25-34,5
2013,5,新竹市,男,35-44,1
2013,5,新竹市,男,55-64,1
2013,5,新竹縣,男,25-34,1
2013,5,嘉義縣,男,15-24,1
2013,5,彰化縣,男,15-24,3
2013,5,彰化縣,男,25-34,2
2013,5,彰化縣,男,45-54,2
2013,6,台中市,女,25-34,1
2013,6,台中市,女,35-44,1
2013,6,台中市,男,15-24,2
2013,6,台中市,男,25-34,7
2013,6,台中市,男,35-44,1
2013,6,台中市,男,45-54,2
2013,6,台中市,男,55-64,2
2013,6,台中市,男,65以上,1
2013,6,台北市,男,25-34,9
2013,6,台北市,男,35-44,6
2013,6,台東縣,男,15-24,1
2013,6,台南市,女,45-54,1
2013,6,台南市,男,15-24,2
2013,6,台南市,男,25-34,4
2013,6,台南市,男,35-44,1
2013,6,台南市,男,45-54,1
2013,6,台南市,男,55-64,1
2013,6,台南市,男,65以上,1
2013,6,花蓮縣,男,15-24,1
2013,6,花蓮縣,男,25-34,2
2013,6,南投縣,女,35-44,1
2013,6,南投縣,男,15-24,1
2013,6,南投縣,男,25-34,1
2013,6,苗栗縣,男,25-34,1
2013,6,桃園市,女,25-34,1
2013,6,桃園市,女,35-44,1
2013,6,桃園市,女,45-54,1
2013,6,桃園市,男,15-24,1
2013,6,桃園市,男,25-34,4
2013,6,桃園市,男,35-44,1
2013,6,桃園市,男,45-54,3
2013,6,高雄市,女,25-34,1
2013,6,高雄市,女,45-54,2
2013,6,高雄市,男,15-24,2
2013,6,高雄市,男,25-34,10
2013,6,高雄市,男,35-44,2
2013,6,高雄市,男,45-54,2
2013,6,基隆市,男,15-24,1
2013,6,基隆市,男,35-44,1
2013,6,雲林縣,男,25-34,1
2013,6,雲林縣,男,45-54,1
2013,6,新北市,女,15-24,1
2013,6,新北市,男,15-24,4
2013,6,新北市,男,25-34,5
2013,6,新北市,男,35-44,2
2013,6,新北市,男,45-54,1
2013,6,新北市,男,55-64,2
2013,6,新竹市,男,25-34,2
2013,6,新竹市,男,35-44,1
2013,6,新竹市,男,55-64,1
2013,6,新竹縣,男,35-44,1
2013,6,彰化縣,男,15-24,1
2013,6,彰化縣,男,25-34,2
2013,6,彰化縣,男,35-44,2
2013,7,台中市,女,35-44,1
2013,7,台中市,男,15-24,2
2013,7,台中市,男,25-34,6
2013,7,台中市,男,35-44,2
2013,7,台中市,男,45-54,3
2013,7,台北市,女,65以上,1
2013,7,台北市,男,25-34,6
2013,7,台北市,男,35-44,2
2013,7,台北市,男,45-54,4
2013,7,台東縣,男,25-34,2
2013,7,台南市,女,45-54,1
2013,7,台南市,男,15-24,2
2013,7,台南市,男,25-34,2
2013,7,台南市,男,35-44,1
2013,7,台南市,男,45-54,1
2013,7,宜蘭縣,男,15-24,2
2013,7,宜蘭縣,男,25-34,1
2013,7,宜蘭縣,男,65以上,1
2013,7,花蓮縣,男,15-24,1
2013,7,花蓮縣,男,25-34,1
2013,7,南投縣,男,25-34,2
2013,7,南投縣,男,35-44,1
2013,7,南投縣,男,45-54,1
2013,7,屏東縣,男,25-34,3
2013,7,屏東縣,男,45-54,1
2013,7,苗栗縣,男,35-44,1
2013,7,桃園市,女,35-44,1
2013,7,桃園市,男,15-24,5
2013,7,桃園市,男,25-34,3
2013,7,桃園市,男,35-44,2
2013,7,桃園市,男,45-54,2
2013,7,桃園市,男,55-64,1
2013,7,高雄市,女,35-44,1
2013,7,高雄市,男,15-24,3
2013,7,高雄市,男,25-34,3
2013,7,高雄市,男,35-44,4
2013,7,雲林縣,男,25-34,1
2013,7,雲林縣,男,35-44,2
2013,7,雲林縣,男,45-54,3
2013,7,新北市,男,15-24,6
2013,7,新北市,男,25-34,7
2013,7,新北市,男,35-44,15
2013,7,新北市,男,45-54,1
2013,7,新北市,男,65以上,1
2013,7,新竹市,男,35-44,1
2013,7,新竹縣,男,25-34,2
2013,7,嘉義縣,男,25-34,1
2013,7,彰化縣,男,15-24,3
2013,7,彰化縣,男,25-34,2
2013,7,彰化縣,男,35-44,3
2013,7,彰化縣,男,55-64,1
2013,8,台中市,女,25-34,1
2013,8,台中市,男,15-24,3
2013,8,台中市,男,25-34,6
2013,8,台中市,男,35-44,2
2013,8,台北市,女,25-34,1
2013,8,台北市,男,25-34,5
2013,8,台北市,男,35-44,4
2013,8,台北市,男,45-54,2
2013,8,台北市,男,65以上,1
2013,8,台東縣,男,35-44,1
2013,8,台南市,女,35-44,1
2013,8,台南市,男,15-24,2
2013,8,台南市,男,25-34,4
2013,8,台南市,男,55-64,1
2013,8,宜蘭縣,男,15-24,1
2013,8,宜蘭縣,男,25-34,2
2013,8,宜蘭縣,男,45-54,1
2013,8,花蓮縣,男,25-34,1
2013,8,南投縣,女,35-44,1
2013,8,南投縣,男,25-34,1
2013,8,南投縣,男,35-44,1
2013,8,屏東縣,女,35-44,1
2013,8,屏東縣,男,15-24,2
2013,8,屏東縣,男,25-34,3
2013,8,屏東縣,男,35-44,2
2013,8,屏東縣,男,45-54,3
2013,8,苗栗縣,男,25-34,2
2013,8,桃園市,女,25-34,2
2013,8,桃園市,女,45-54,1
2013,8,桃園市,男,25-34,6
2013,8,桃園市,男,35-44,3
2013,8,桃園市,男,45-54,1
2013,8,桃園市,男,55-64,1
2013,8,桃園市,男,65以上,1
2013,8,高雄市,女,35-44,1
2013,8,高雄市,女,55-64,1
2013,8,高雄市,男,25-34,8
2013,8,高雄市,男,35-44,4
2013,8,高雄市,男,45-54,2
2013,8,高雄市,男,55-64,2
2013,8,基隆市,男,15-24,1
2013,8,基隆市,男,25-34,1
2013,8,基隆市,男,45-54,1
2013,8,雲林縣,男,25-34,1
2013,8,雲林縣,男,35-44,2
2013,8,雲林縣,男,45-54,2
2013,8,新北市,女,25-34,2
2013,8,新北市,男,15-24,3
2013,8,新北市,男,25-34,15
2013,8,新北市,男,35-44,8
2013,8,新竹市,男,25-34,1
2013,8,新竹市,男,55-64,1
2013,8,新竹縣,女,25-34,1
2013,8,新竹縣,女,35-44,1
2013,8,新竹縣,男,25-34,3
2013,8,嘉義縣,男,25-34,2
2013,8,彰化縣,男,15-24,1
2013,8,彰化縣,男,25-34,3
2013,8,彰化縣,男,35-44,1
2013,8,彰化縣,男,45-54,3
2013,8,彰化縣,男,55-64,1
2013,9,台中市,女,35-44,1
2013,9,台中市,男,15-24,1
2013,9,台中市,男,25-34,2
2013,9,台中市,男,35-44,4
2013,9,台中市,男,55-64,1
2013,9,台北市,男,15-24,1
2013,9,台北市,男,25-34,5
2013,9,台北市,男,35-44,2
2013,9,台北市,男,45-54,1
2013,9,台北市,男,55-64,2
2013,9,台東縣,男,25-34,1
2013,9,台南市,男,15-24,1
2013,9,台南市,男,25-34,1
2013,9,台南市,男,35-44,3
2013,9,台南市,男,45-54,1
2013,9,宜蘭縣,男,35-44,1
2013,9,南投縣,男,15-24,1
2013,9,南投縣,男,45-54,1
2013,9,屏東縣,男,25-34,1
2013,9,屏東縣,男,35-44,1
2013,9,屏東縣,男,55-64,1
2013,9,苗栗縣,女,25-34,1
2013,9,桃園市,男,25-34,4
2013,9,桃園市,男,35-44,4
2013,9,高雄市,男,15-24,2
2013,9,高雄市,男,25-34,4
2013,9,高雄市,男,35-44,3
2013,9,高雄市,男,45-54,3
2013,9,基隆市,男,15-24,1
2013,9,基隆市,男,25-34,2
2013,9,基隆市,男,35-44,1
2013,9,雲林縣,男,25-34,1
2013,9,雲林縣,男,35-44,1
2013,9,雲林縣,男,45-54,1
2013,9,新北市,男,25-34,6
2013,9,新北市,男,35-44,2
2013,9,新竹市,男,25-34,1
2013,9,新竹市,男,35-44,1
2013,9,嘉義縣,男,35-44,2
2013,9,彰化縣,男,25-34,2
2013,9,彰化縣,男,35-44,3
2013,10,台中市,男,15-24,1
2013,10,台中市,男,25-34,5
2013,10,台中市,男,45-54,3
2013,10,台北市,女,65以上,1
2013,10,台北市,男,25-34,10
2013,10,台北市,男,35-44,3
2013,10,台北市,男,45-54,1
2013,10,台東縣,男,25-34,1
2013,10,台南市,男,25-34,9
2013,10,宜蘭縣,男,45-54,1
2013,10,花蓮縣,男,35-44,2
2013,10,南投縣,男,25-34,1
2013,10,南投縣,男,35-44,2
2013,10,屏東縣,男,25-34,3
2013,10,屏東縣,男,35-44,2
2013,10,屏東縣,男,55-64,1
2013,10,苗栗縣,男,25-34,1
2013,10,桃園市,女,25-34,1
2013,10,桃園市,男,15-24,1
2013,10,桃園市,男,25-34,8
2013,10,桃園市,男,35-44,1
2013,10,高雄市,男,15-24,5
2013,10,高雄市,男,25-34,9
2013,10,高雄市,男,35-44,6
2013,10,高雄市,男,45-54,2
2013,10,高雄市,男,55-64,2
2013,10,基隆市,男,25-34,2
2013,10,基隆市,男,35-44,1
2013,10,雲林縣,女,25-34,1
2013,10,雲林縣,女,45-54,1
2013,10,雲林縣,男,15-24,1
2013,10,雲林縣,男,25-34,1
2013,10,雲林縣,男,35-44,1
2013,10,新北市,女,25-34,1
2013,10,新北市,男,15-24,5
2013,10,新北市,男,25-34,10
2013,10,新北市,男,35-44,12
2013,10,新北市,男,45-54,5
2013,10,新竹市,男,25-34,1
2013,10,新竹市,男,45-54,2
2013,10,新竹縣,男,15-24,1
2013,10,新竹縣,男,25-34,1
2013,10,新竹縣,男,45-54,1
2013,10,嘉義市,男,35-44,1
2013,10,嘉義縣,男,25-34,2
2013,10,嘉義縣,男,35-44,1
2013,10,嘉義縣,男,55-64,1
2013,10,彰化縣,男,15-24,1
2013,10,彰化縣,男,25-34,4
2013,10,彰化縣,男,35-44,3
2013,10,彰化縣,男,55-64,2
2013,11,台中市,女,25-34,1
2013,11,台中市,男,15-24,2
2013,11,台中市,男,25-34,4
2013,11,台中市,男,35-44,4
2013,11,台中市,男,45-54,1
2013,11,台北市,女,45-54,1
2013,11,台北市,男,15-24,2
2013,11,台北市,男,25-34,7
2013,11,台北市,男,35-44,4
2013,11,台北市,男,45-54,3
2013,11,台北市,男,55-64,1
2013,11,台南市,男,25-34,4
2013,11,宜蘭縣,男,35-44,1
2013,11,花蓮縣,男,25-34,2
2013,11,南投縣,男,25-34,2
2013,11,南投縣,男,35-44,1
2013,11,屏東縣,男,15-24,1
2013,11,屏東縣,男,35-44,1
2013,11,桃園市,女,25-34,1
2013,11,桃園市,男,25-34,3
2013,11,桃園市,男,35-44,2
2013,11,桃園市,男,45-54,3
2013,11,高雄市,女,25-34,1
2013,11,高雄市,女,35-44,1
2013,11,高雄市,男,15-24,2
2013,11,高雄市,男,25-34,10
2013,11,高雄市,男,35-44,6
2013,11,高雄市,男,45-54,1
2013,11,基隆市,男,25-34,1
2013,11,基隆市,男,35-44,1
2013,11,基隆市,男,65以上,1
2013,11,雲林縣,男,25-34,1
2013,11,新北市,男,15-24,9
2013,11,新北市,男,25-34,18
2013,11,新北市,男,35-44,2
2013,11,新北市,男,45-54,2
2013,11,新竹市,男,35-44,1
2013,11,新竹縣,男,15-24,1
2013,11,新竹縣,男,25-34,3
2013,11,新竹縣,男,35-44,1
2013,11,彰化縣,男,15-24,1
2013,11,彰化縣,男,25-34,1
2013,11,彰化縣,男,35-44,2
2013,11,彰化縣,男,45-54,1
2013,11,澎湖縣,男,65以上,1
2013,12,台中市,女,25-34,1
2013,12,台中市,男,15-24,1
2013,12,台中市,男,25-34,3
2013,12,台中市,男,35-44,4
2013,12,台中市,男,45-54,3
2013,12,台北市,女,45-54,1
2013,12,台北市,男,25-34,3
2013,12,台北市,男,35-44,2
2013,12,台北市,男,45-54,1
2013,12,台北市,男,65以上,1
2013,12,台東縣,男,35-44,1
2013,12,台南市,男,25-34,1
2013,12,台南市,男,35-44,2
2013,12,台南市,男,45-54,1
2013,12,宜蘭縣,男,25-34,1
2013,12,宜蘭縣,男,45-54,1
2013,12,花蓮縣,男,25-34,1
2013,12,花蓮縣,男,35-44,1
2013,12,南投縣,男,45-54,1
2013,12,屏東縣,男,15-24,1
2013,12,屏東縣,男,25-34,2
2013,12,苗栗縣,男,25-34,1
2013,12,桃園市,男,25-34,8
2013,12,桃園市,男,35-44,2
2013,12,桃園市,男,45-54,2
2013,12,高雄市,女,35-44,1
2013,12,高雄市,男,15-24,3
2013,12,高雄市,男,25-34,4
2013,12,高雄市,男,35-44,6
2013,12,高雄市,男,45-54,1
2013,12,基隆市,女,25-34,1
2013,12,基隆市,男,25-34,2
2013,12,雲林縣,男,25-34,1
2013,12,雲林縣,男,45-54,1
2013,12,雲林縣,男,65以上,1
2013,12,新北市,女,25-34,1
2013,12,新北市,男,15-24,2
2013,12,新北市,男,25-34,7
2013,12,新北市,男,35-44,4
2013,12,新北市,男,45-54,3
2013,12,新竹市,男,15-24,1
2013,12,嘉義縣,男,25-34,1
2013,12,嘉義縣,男,45-54,1
2013,12,彰化縣,女,35-44,1
2013,12,彰化縣,男,15-24,1
2013,12,彰化縣,男,25-34,1
2013,12,彰化縣,男,35-44,1
2014,1,台中市,男,15-24,1
2014,1,台中市,男,25-34,6
2014,1,台中市,男,35-44,8
2014,1,台中市,男,45-54,1
2014,1,台中市,男,55-64,1
2014,1,台北市,女,35-44,1
2014,1,台北市,男,15-24,2
2014,1,台北市,男,25-34,4
2014,1,台北市,男,35-44,4
2014,1,台北市,男,45-54,1
2014,1,台南市,男,15-24,1
2014,1,台南市,男,35-44,1
2014,1,台南市,男,45-54,2
2014,1,花蓮縣,男,25-34,1
2014,1,花蓮縣,男,35-44,1
2014,1,南投縣,男,25-34,2
2014,1,屏東縣,男,15-24,1
2014,1,屏東縣,男,35-44,1
2014,1,屏東縣,男,45-54,1
2014,1,苗栗縣,男,25-34,1
2014,1,苗栗縣,男,35-44,1
2014,1,桃園市,女,25-34,1
2014,1,桃園市,男,15-24,2
2014,1,桃園市,男,25-34,3
2014,1,桃園市,男,35-44,1
2014,1,桃園市,男,45-54,4
2014,1,高雄市,女,25-34,1
2014,1,高雄市,男,15-24,2
2014,1,高雄市,男,25-34,3
2014,1,高雄市,男,35-44,4
2014,1,高雄市,男,45-54,4
2014,1,高雄市,男,55-64,3
2014,1,基隆市,男,25-34,1
2014,1,新北市,女,25-34,1
2014,1,新北市,男,15-24,3
2014,1,新北市,男,25-34,10
2014,1,新北市,男,35-44,9
2014,1,新北市,男,45-54,3
2014,1,新北市,男,55-64,1
2014,1,新竹市,男,25-34,1
2014,1,新竹市,男,35-44,1
2014,1,嘉義市,男,15-24,1
2014,1,嘉義縣,男,15-24,1
2014,1,嘉義縣,男,65以上,1
2014,1,彰化縣,女,35-44,1
2014,1,彰化縣,男,15-24,2
2014,1,彰化縣,男,35-44,4
2014,2,台中市,男,15-24,2
2014,2,台中市,男,25-34,5
2014,2,台中市,男,45-54,1
2014,2,台北市,女,65以上,1
2014,2,台北市,男,15-24,3
2014,2,台北市,男,25-34,7
2014,2,台北市,男,35-44,2
2014,2,台北市,男,45-54,3
2014,2,台北市,男,55-64,2
2014,2,台南市,女,45-54,1
2014,2,台南市,男,15-24,2
2014,2,台南市,男,25-34,3
2014,2,台南市,男,35-44,2
2014,2,台南市,男,55-64,1
2014,2,宜蘭縣,男,35-44,1
2014,2,花蓮縣,男,25-34,1
2014,2,南投縣,男,25-34,1
2014,2,南投縣,男,65以上,1
2014,2,屏東縣,男,15-24,1
2014,2,屏東縣,男,25-34,3
2014,2,屏東縣,男,35-44,2
2014,2,苗栗縣,男,25-34,1
2014,2,桃園市,女,45-54,1
2014,2,桃園市,男,25-34,4
2014,2,桃園市,男,35-44,5
2014,2,高雄市,男,15-24,2
2014,2,高雄市,男,25-34,5
2014,2,高雄市,男,35-44,6
2014,2,高雄市,男,45-54,1
2014,2,高雄市,男,55-64,1
2014,2,雲林縣,男,35-44,2
2014,2,新北市,男,25-34,11
2014,2,新北市,男,35-44,5
